Token	Class
κοινώνημα	Noun-N
Εὐξένιππος	Noun-M
νομοθέτημα	Noun-N
εὐχαίτης	Noun-M
γνωσιμαχέω	Verb
ἐξωτερικός	Adjective
Λουζα	Noun-M
Ἑκάτων	Noun-M
περιψύχω	Verb
πενθαλέος	Adjective
θεοφορέω	Verb
ἐδαφίζω	Verb
ἀπροιδής	Noun-M
πολύπτυχος	Adjective
παρονομάζω	Verb
ἀνεξιχνίαστος	Adjective
ἑρσήεις	Adjective
παραστατέω	Verb
Ὑδραώτῃ	Noun-M
Μουκιανός	Noun-M
ἐπίκεντρος	Adjective
Πλείσταρχος	Noun-M
σημείωσις	Noun-F
νυμφαγωγός	Adjective
ἐξαπαφίσκω	Verb
ἀντιπαρασκευάζομαι	Verb
προσβιβάζω	Verb
Γηρυτάδης	Noun-M
ἀειπάρθενος	Adjective
τρίδυμος	Adjective
χαριεντίζομαι	Verb
ἀχρήματος	Adjective
εὔκριτος	Noun-M
τηλεφανής	Adjective
Μαργίτης	Noun-M
ἀμφιχάσκω	Verb
νουθέτησις	Noun-F
συνδιοικέω	Verb
Κόττος	Noun-M
πίνος	Noun-M
ἱλήκω	Verb
Σκέδασος	Noun-M
ἐγρήγορος	Adjective
Συρακουσσῶν	Unknown
καταντλέω	Verb
κατασφραγίζω	Verb
ζῶμα	Noun-N
διατήρησις	Noun-F
θακέω	Verb
τοιχωρυχέω	Verb
Ὦπις	Noun-F
Γραϊκός	Noun-M
συμπαιδεύω	Verb
κολεός	Noun-M
Δικταῖος	Noun-M
Καπρέαι	Noun-F
ἀμφιμάχομαι	Verb
μάσσων	Adjective
πανηγεμών	Noun-M
ἄληστος	Adjective
μεταιτέω	Verb
χρυσοφόρος	Adjective
ἔκρυσις	Noun-F
Σωφαρ	Noun-M
πολεμαρχέω	Verb
δούλειος	Adjective
σταφίς	Noun-F
τορεύω	Verb
Τιθόρεος	Noun-F
περίπλεως	Adjective
σαπέρδης	Noun-M
θυσίασμα	Noun-N
μέθεξις	Noun-F
Ἀφροδίσιον	Noun-N
Γηρσαμ	Noun-M
ῥημάτιον	Noun-N
Σηγωρ	Noun-M
Πυριλάμπης	Noun-M
παλαιότης	Noun-F
ὑπολάμπω	Verb
προαρπάζω	Verb
ἀπαίνυμαι	Verb
ἀπέριττος	Adjective
Ἱεροκλέης	Noun-M
Ἰανὸς	Noun-M
εὐπάρυφος	Adjective
ἑτερογενής	Adjective
Ἀκίλιος	Noun-M
προκατεργάζομαι	Verb
Σαβέλλιος	Noun-M
Λύκαια	Noun-N
ῥαπτός	Adjective
Ἐλισάβετ	Noun-F
αὐθέκαστος	Adjective
βυσσοδομεύω	Verb
μοναδικός	Noun-M
ἐφετός	Noun-M
θυμοβόρος	Adjective
ὑποστηρίζω	Verb
ἄθραυστος	Adjective
συνέξειμι	Verb
νῶροψ	Adjective
ἵστωρ	Noun-F
δάνος	Noun-N
δημοσιόω	Verb
συμφλέγω	Verb
παντέλεια	Noun-F
Βακχιάδαι	Noun-M
Ἀνδραίμων	Noun-M
διακαθαίρω	Verb
διακλάω	Verb
παράλυσις	Noun-F
ἐξαστράπτω	Verb
κατάφυτος	Noun-M
διχάζω	Verb
Σέργιος	Noun-M
κναφεῖον	Noun-N
δᾶ	Interjection
ἤια	Noun-N
ὁρμητικός	Adjective
ἐκπαιδεύω	Verb
ἀρρενωπός	Adjective
ἐνράπτω	Verb
κατάμεμψις	Noun-F
σπιθαμιαῖος	Adjective
ἀνενδοίαστος	Adjective
κυβέρνησις	Noun-F
ἀδιαφορία	Noun-F
Γόρτυς	Noun-M
φθινοπωρινός	Adjective
κηραίνω	Verb
λεκτός	Adjective
Βαλδαδ	Noun-M
φιλοδοξέω	Verb
χειμάω	Verb
μεταδοκέω	Verb
ἀπανθέω	Verb
Περίβοια	Noun-F
ἰουλίς	Noun-F
ἀνεπηρέαστος	Noun-M
Σελγεῖς	Unknown
καθεξῆς	Adverb
Ἐπιχάρης	Noun-M
σάλπη	Noun-F
κυριεία	Noun-F
βιώσιμος	Adjective
προκαταγγέλλω	Verb
Βαταναία	Noun-F
ὄρειον	Noun-N
ἀκάλυπτος	Adjective
ὀξυδορκέω	Verb
ἐκζέω	Verb
περιστολή	Noun-F
ἑταιρίς	Noun-F
Φιγάλιος	Noun-F
Ποικίλης	Noun-M
Χολαργεύς	Noun-M
συνεπάγω	Verb
Δρούσιλλα	Noun-F
ἀνθρωπάρεσκος	Adjective
Ἰσμηνίας	Noun-M
τροχιλία	Noun-F
σκυτικός	Noun-F
ἀπονήχομαι	Verb
ἀνάμιξις	Noun-F
πρᾶγος	Noun-N
κατεξανίσταμαι	Verb
λιμναῖος	Noun-M
ἀχθοφόρος	Adjective
Γύθιον	Noun-N
ἴσκε	Verb
Δηλιακός	Noun-N
εὔγνωστος	Adjective
παροργισμός	Noun-M
ἀναφύσημα	Noun-M
ὑπεράλλομαι	Verb
Ἀμφικτυονικός	Adjective
νέμησις	Noun-F
Μεγακλείδης	Noun-M
οἰνάς	Noun-F
κληρουχέω	Verb
παμφάγος	Adjective
κίθαρος	Noun-M
μονήρης	Adjective
συμπρεσβεύω	Verb
ἀδάμαστος	Adjective
ἀπαρηγόρητος	Adjective
ἀχίτων	Noun-M
Καίλιος	Noun-M
καθέκαστα	Unknown
Μίκων	Noun-M
ἐνίζω	Verb
δρομάς	Adjective
ἀπανάστασις	Noun-F
ἀνάσκητος	Adjective
Μελάνωπος	Noun-M
ἀποδηλόω	Verb
Δεκελεικός	Adjective
δρακόντειος	Adjective
καταστάζω	Verb
λειτουργικός	Adjective
περιπέτομαι	Verb
ἀορασία	Noun-F
Ῥωμαϊστί	Adverb
καταυλίζομαι	Verb
ἀπεργασία	Noun-F
δυσπρόσιτος	Adjective
φιλοπραγμοσύνη	Noun-F
τέτραζυξ	Adjective
ὁμαδέω	Verb
γεωγραφέω	Verb
λήθαιος	Noun-M
κατασκήνωσις	Noun-F
αὐθεντία	Noun-F
ἐπίχαρτος	Adjective
ἐναγκαλίζω	Verb
Ἐσδράμ	Noun-M
καταπρηνής	Adjective
δαικτάμενος	Adjective
Αἰγηίς	Noun-F
καινόω	Verb
ἀντιφθέγγομαι	Verb
φιλόπατρις	Noun-M
Κωλιάς	Noun-F
πανόμοιος	Adjective
βρύχημα	Noun-N
Δημώναξ	Noun-M
ἀπηλεγέως	Adverb
ἐφημέριος	Adjective
κίσσα	Noun-F
σάνδαλον	Noun-N
ἐκπερίειμι	Verb
ἀπομετρέω	Verb
σκαίρω	Verb
ἀεικέλιος	Adjective
Ἀγυιεύς	Noun-M
ἀνάμιγα	Adverb
ἀντίταξις	Noun-F
ἀνέκπληκτος	Noun-M
Στρόφιος	Noun-M
ἐκπτύω	Verb
Θεσβίτης	Noun-M
Νικαγόρη	Noun-F
ὀχλοκρατία	Noun-F
γαλεώτης	Noun-M
ὀστρακόδερμος	Adjective
ἄτριπτος	Adjective
ἐνείλλω	Verb
Βεθήλ	Noun-M
ἐπίφορος	Adjective
Δῶρος	Noun-M
συνακοντίζω	Verb
βῖκος	Noun-M
πινυτή	Noun-F
ἀφορολόγητος	Adjective
εὐώδιν	Adjective
συρμός	Noun-M
ἀπολόγημα	Noun-N
βουλαῖος	Adjective
πρόσφθεγμα	Noun-N
λογιότης	Noun-F
Μεγιστίας	Noun-M
πεντακοσιομέδιμνος	Noun-M
μεσόγεως	Noun-F
χρῖμα	Noun-N
ἀναπετάζω	Verb
συσσεισμός	Noun-M
Γαρσύηρις	Noun-M
πλαγκτός	Adjective
κατοικίδιος	Adjective
προτέρωσε	Unknown
ὑποκρούω	Verb
ὀστρακίζω	Verb
κνίδη	Noun-F
κόλλησις	Noun-F
βάσκω	Verb
περιτρομέω	Verb
Λύστρα	Noun-N
Πηλιάς	Adjective
Σπανία	Noun-F
παιδοφόνος	Adjective
ἀποξύνω	Verb
ὀργιασμός	Noun-M
ἐντευθενί	Adverb
ναυκληρέω	Verb
ἐπαλάομαι	Verb
ὀρέσσαυλος	Adjective
Ἰλισσός	Noun-M
εὔθικτος	Adjective
παραδρομή	Noun-F
σύμπνοια	Noun-F
σύμπραξις	Noun-F
δαιδάλλω	Verb
φώνημα	Noun-N
προβάτιον	Noun-N
εὕω	Verb
κατασκλῆναι	Verb
Περσείδης	Noun-M
Σαλούμ	Noun-M
κατήχησις	Noun-F
οὔλιος	Adjective
Σῆμος	Noun-M
Ἀπάμη	Noun-F
ψάρ	Noun-M
Βούσελος	Noun-M
Αὔαρις	Noun-F
σωμασκέω	Verb
παραστείχω	Verb
ἐπωφελέω	Verb
Μύλασα	Noun-F
λάταξ	Adjective
Καρδιήνος	Noun-M
περιπετής	Adjective
κρόταλον	Noun-N
ὠτίς	Noun-F
βίβημι	Verb
Φυλεΐδης	Noun-M
υἱοθεσία	Noun-F
ἐκλέπω	Verb
ἀνδραγάθημα	Noun-N
σπόνδυλος	Noun-M
Σαφατια	Noun-M
προυφίστημι	Verb
συλλύω	Verb
λαικός	Adjective
ῥῆγι	Noun-M
θρεπτήριος	Adjective
Τιμαχίδᾳ	Noun-M
ἀνομβρέω	Verb
προσᾴδω	Verb
θελκτήριον	Noun-N
Ἀχαρναί	Noun-F
Αμαδαθος	Noun-M
φύλαγμα	Noun-N
ὑπορρίπτω	Verb
ἁλυσιδωτός	Adjective
ἀλιτρός	Adjective
προσαγγελία	Noun-F
Ἀριστότιμος	Noun-M
διαφημίζω	Verb
Πυλαγόρας	Noun-M
ὠμοβόρος	Adjective
Ἀναφλύστιος	Noun-M
ἐξοδεύω	Verb
διαπιστεύω	Verb
παιδισκάριον	Noun-N
Γόρτυνα	Noun-F
εὐημέρημα	Noun-N
ἀπαρακάλυπτος	Adverb
Ζευξίδαμος	Noun-M
φρενιτικός	Noun-M
ἀδελφοκτόνος	Adjective
Ενακιμ	Noun-M
παραρρίπτω	Verb
δημοκοπία	Noun-F
ἀχράς	Noun-F
μισθοφορικός	Noun-N
δῆνος	Noun-N
λυγίζω	Verb
ὑποφήτης	Noun-M
καυματίζω	Verb
βαρύβρομος	Adjective
συνυποκρίνομαι	Verb
ἀπαίσιος	Adjective
μελίλωτον	Noun-N
ἀκουστικός	Adjective
σμήχω	Verb
ὀψιμαθής	Adjective
σκύζομαι	Verb
ἀναίρω	Verb
Ἱππημολγοί	Noun-M
αὐτόπρεμνος	Adjective
σαρκίδιον	Noun-N
μῆρα	Noun-N
ἀποθησαυρίζω	Verb
θεραπευτήρ	Noun-M
ἐπήτριμος	Adjective
Ἀμειψίας	Noun-M
ὤκιμον	Noun-N
θυννίς	Noun-F
ἀεικίνητος	Adjective
ἐμφωλεύω	Verb
ἐπιληπτικός	Adjective
γυρόω	Verb
τμήγω	Verb
πτερύσσομαι	Verb
ἐξυφαίνω	Verb
Γαυλανίτις	Noun-F
Σώκλαρος	Noun-M
Ταυλάντιος	Noun-M
ψαμαθώδης	Adjective
φλοῖσβος	Noun-M
τριχῶς	Adverb
Χ	Noun-M
ἱεροψάλτης	Noun-M
πέπειρος	Adjective
νυός	Noun-F
παρανήχομαι	Verb
ἀμορφία	Noun-F
ἵππουρος	Noun-M
γονυπετέω	Verb
Ὁμηρίδης	Noun-M
τοιγάρτοι	Adverb
ῥέμβω	Verb
Ἀνακτόριος	Noun-M
οἷα	Adverb
διακυβερνάω	Verb
βαρβαρόφωνος	Adjective
ἐπιχειρητέον	Adjective
ἀποβάθρα	Noun-F
ἀπέλεθρος	Adjective
ἀποθρῴσκω	Verb
Ἡρώδειον	Noun-N
ἐντραγεῖν	Verb
Ἄραρος	Noun-M
Φανίας	Noun-M
τροχοειδής	Adjective
ἀξιαφήγητος	Adjective
σύλη	Noun-N
κολοφών	Noun-M
ὑπεκφέρω	Verb
Χαβερ	Noun-M
Πυρρώνειος	Noun-M
ληρώδης	Adjective
κήλεος	Adjective
πολυλογία	Noun-F
δυσειδής	Noun-M
ἐγκωμιαστικός	Adjective
ἀντιφέρω	Verb
ἀναστρατοπεδεύω	Verb
Σηιᾱνος	Noun-M
κρυόεις	Adjective
ἀποχή	Noun-F
ἱππηγός	Adjective
νεῦσις	Noun-F
ἡδυπαθέω	Verb
ἀνεπίμικτος	Noun-N
Βορυσθενίτης	Noun-M
ἀποφορτίζω	Verb
ὀρρώδης	Adjective
ἐλλάω	Verb
νεώνητος	Noun-M
βεδεκ	Noun-N
ἀπρόσκοπος	Adjective
δυσκάθαρτος	Adjective
νεοσσεύω	Verb
δινωτός	Adjective
νέκυια	Noun-F
πυραυγής	Noun-M
προμετωπίδιος	Adjective
πυρήν	Noun-M
κωλῆ	Noun-F
καλάνδαι	Noun-F
πρόσκρουμα	Noun-N
Ζεχρι	Noun-M
κρίσιμος	Adjective
πολιορκητικός	Adjective
εὔχροος	Adjective
Τριταιεύς	Noun-M
ἀστρολογικός	Adjective
διευθύνω	Verb
ἔσο	Unknown
διαπαντός	Adverb
Αἰμιλία	Noun-F
εὐμνημόνευτος	Adjective
λήμη	Noun-F
πολύφωνος	Adjective
Λευκτρικός	Adjective
ἄμεικτος	Adjective
Φήρ	Noun-M
προοφείλω	Verb
σπεῖρον	Noun-N
Μωδεϊν	Noun-F
κυκλάζω	Verb
Βρεττία	Noun-F
ἀπερίληπτος	Adjective
Μελέτιος	Noun-M
ἀτροφία	Noun-F
νηκτός	Adjective
Πανδιονίς	Noun-F
Χαμως	Noun-M
κολπώδης	Adjective
Πολιεύς	Noun-M
κοινών	Noun-M
θηλύτης	Noun-F
καπνώδης	Adjective
μαστίω	Verb
πεντετηρίς	Noun-F
ἱπποδάσεια	Adjective
ληίδιος	Adjective
Ἄρειας	Noun-M
Ἡραία	Noun-F
Διδύμη	Noun-F
θειάζω	Verb
ὑπέπειμι	Verb
ἐκφθείρω	Verb
προσκοπή	Noun-F
σπογγιά	Noun-F
νάρδον	Noun-N
Ραγαυ	Noun-M
ἀνεμόφθορος	Adjective
μεταπορεύομαι	Verb
μάκελλα	Noun-F
Ασαιας	Noun-M
ἐπισμαραγέω	Verb
ἀνεπιτήδευτος	Adjective
ζῳογόνος	Adjective
κεραμεύω	Verb
διαγελάω	Verb
ἀτίζω	Verb
δύσκλεια	Noun-F
Δηιφόντης	Noun-M
Ποσιδήιος	Noun-N
Πλειστοάναξ	Noun-M
Ναθανιας	Noun-M
ἐρέθω	Verb
ἀπύρετος	Adjective
ἀκροκώλιον	Noun-N
ἀπαράβατος	Adjective
πολύανδρος	Adjective
ἀγάζω	Verb
Ἑλλανοδικέω	Verb
ἐκπλύνω	Verb
Καδμιηλ	Noun-M
ἄργυφος	Adjective
ἀμβλίσκω	Verb
πλήμνη	Noun-F
κλυδώνιον	Noun-N
Γάβαρα	Noun-N
Μαγκῖνος	Noun-M
δυσμεναίνω	Verb
Φηραί	Noun-F
εὐέπεια	Noun-F
ἔκχυσις	Noun-F
ὁμέστιος	Noun-M
ἐγρεκύδοιμος	Adjective
χάλκασπις	Noun-M
Βάρρων	Noun-M
κλητεύω	Verb
δεσμέω	Verb
Μαζαῖος	Noun-M
ἀνακαθίζω	Verb
ῥοδῆ	Noun-F
εὐθύδικος	Noun-M
ἀγερωχία	Noun-F
ἐγκακέω	Verb
μεσσόθι	Adverb
εὐσαρκία	Noun-F
ἐκβαρβαρόω	Verb
Κόρωνος	Noun-M
Μελχια	Noun-M
κυβερνήτειρα	Noun-F
ἀποδιώκω	Verb
σιτηγός	Adjective
ἀλλᾶς	Noun-M
Μασσηφαθ	Noun-F
πολυπειρία	Noun-F
λυσίπονον	Noun-N
βοόκραιρος	Adjective
Λυκίδης	Noun-M
ταυροφυής	Adjective
αἱρετιστής	Noun-M
κατοίκισις	Noun-F
παγετός	Noun-M
Μοσολλαμ	Noun-M
προσγελάω	Verb
ἐπικύρω	Verb
ἀποκινδυνεύω	Verb
ἀπομένω	Verb
Ἱπποκλείδης	Noun-M
σακέσπαλος	Adjective
Γεννησαρ	Noun-F
Χερσόνησoς	Noun-F
ἀγνώσσω	Verb
ἀνάντομαι	Verb
περιηχέω	Verb
Ἀέροπος	Noun-M
ματαιόω	Verb
Ἀμαθούσιος	Adjective
ἑτεροιόω	Verb
νυμφοκόμος	Adjective
ὀρείχαλκος	Noun-M
σύναπολαύω	Verb
Ὀρνέη	Noun-F
ὀψοποιέω	Verb
μεταμώνιος	Adjective
Ἀχαιμενίδης	Noun-M
πίλημα	Noun-N
Εὐφραῖος	Noun-M
Ἀνδρομένης	Noun-M
Ληουῖται	Noun-M
Ιαρεδ	Noun-M
τανυσίπτερος	Adjective
κλάσις	Noun-F
αἱρετής	Noun-M
ἐντειχίζω	Verb
Δαυλίς	Noun-F
Ἐρεμβοί	Noun-M
ἀγαλματοφορέω	Verb
ποικιλομήτης	Adjective
νεωτερικός	Adjective
περιστόμιον	Noun-N
ἐρημόνομος	Adjective
σύμβολος	Noun-M
Νυκτεύς	Noun-M
εὐθυπορέω	Verb
μετριοπάθεια	Noun-F
προδιαλαμβάνω	Verb
εἰδοποιέω	Verb
φιλοκέρτομος	Adjective
ἔκποθεν	Adverb
βουλευτός	Adjective
κλωστήρ	Noun-M
ὀλιγόψυχος	Adjective
συννεφής	Adjective
μεταφράζω	Verb
πλαταμών	Noun-M
ἄπλωτος	Adjective
Ναυσίθοος	Noun-M
Ἑρμησιάναξ	Noun-M
ἐξυμνέω	Verb
ἐννέωρος	Adjective
Πάνταυχος	Noun-M
Θυάτειρα	Noun-N
ὀρεκτός	Adjective
μηκάς	Adjective
εὖνις	Noun-F
φιλεργία	Noun-F
νεογενής	Adjective
ἀντιπαρατίθημι	Verb
ἀπώμοτος	Adjective
Ἀδιαβηνή	Noun-F
προσωνυμία	Noun-F
τιμήορος	Noun-M
ἀνάμεστος	Noun-N
πηγός	Adjective
Μαχεμας	Noun-M
Μελανεύς	Noun-M
Λαγίσκα	Noun-F
Ναζαρηνός	Adjective
ἐπίδειγμα	Noun-N
πολυκέφαλος	Adjective
νωθεία	Noun-F
ζωόω	Verb
καθηλόω	Verb
Σάπαιος	Noun-M
φιλήρετμος	Adjective
ἐξωμίς	Noun-F
μεθάλλομαι	Verb
Καινή	Noun-F
συκάμινον	Noun-N
Πυλόνδε	Adverb
ἀρηίθοος	Adjective
τιτθός	Noun-M
πῆγμα	Noun-N
θωύσσω	Verb
διοιδέω	Verb
συγκαταφλέγω	Verb
προσνοέω	Verb
ὑποκλύζω	Verb
σπούδασμα	Noun-N
ἀντιχαρίζομαι	Verb
ἐδεστής	Noun-M
Ῥούθη	Noun-F
Εμμηρ	Noun-M
μοχλεύω	Verb
Ασαβια	Noun-M
πέδοι	Adverb
Ξενίας	Noun-M
προκαταβάλλω	Verb
κατακαυχάομαι	Verb
ἐκγράφω	Verb
ἀποκνίζω	Verb
στηλόω	Verb
Πεισίης	Noun-M
αὐτόχυτος	Adjective
νωδός	Pronoun
ληξιαρχικός	Adjective
Τροίανδε	Adverb
μεσημβρίζω	Verb
Νοέμβριος	Noun-M
συγγεννάω	Verb
ἐνετή	Noun-F
ἀλεξητήριος	Adjective
καλλιγύναιξ	Adjective
ὑποποιέω	Verb
προαδικέω	Verb
Ζεβουλ	Noun-M
Ἅ|δης	Noun-M
Μύρτιον	Noun-N
καθεκτικός	Adjective
Μένυλλος	Noun-M
κατόπτης	Noun-M
Φάριος	Adjective
ἄφερτος	Adjective
προγνωστικός	Noun-N
δυσέφικτος	Adjective
Ἡγησίας	Noun-M
κάππαρις	Noun-F
θυραυλέω	Verb
Λευκανία	Noun-F
μύκης	Adjective
Ἀγαθόκλεια	Noun-F
λιθιάω	Verb
χολέρα	Noun-F
Μεμφίβοσθος	Noun-M
ἐμβάπτω	Verb
ἡμεροσκόπος	Noun-M
ἀπένθητος	Adjective
Καλλίξενος	Noun-M
κλαῦμα	Noun-N
πολύτλητος	Adjective
Μοσσύνοικοι	Noun-M
Κοδρᾶτος	Noun-M
Ἀριμασπός	Noun-M
σίζω	Verb
ἀκρώμιον	Noun-N
προβόλιον	Noun-N
συνασπισμός	Noun-M
καθαγιάζω	Verb
νεόφυτος	Adjective
Παρθυηνή	Noun-F
ὑπερθαυμάζω	Verb
δακρυρροέω	Verb
ἀνατρίβω	Verb
ἐπιδήμιος	Adjective
μετάμελος	Noun-M
περιεκτικός	Adjective
ἐνθάπτω	Verb
πρωτόπλαστος	Adjective
ἀποσπένδω	Verb
ἀδελφικός	Adjective
λεύω	Verb
Ἀχέρραι	Noun-F
διχοτόμημα	Noun-N
χειρονομέω	Verb
συναρέσκω	Verb
σκιοειδής	Adjective
σκεπαστής	Noun-M
Παρθῦαία	Noun-F
κακόνοια	Noun-F
Δαλιλα	Noun-F
ἐπολισθάνω	Verb
ἀνειλέω	Verb
Δατάμης	Noun-M
Ἀμυθάων	Noun-M
ἀόργητος	Adjective
γνωστικός	Noun-F
Γύνδης	Noun-M
Ἰουστῖνος	Noun-M
Σμινδυρίδης	Noun-M
ἄσοφος	Adjective
σύζευξις	Noun-F
λίπα	Adverb
μονῳδία	Noun-F
ἐπικίδνημι	Verb
προφωνέω	Verb
προσεπιλαμβάνομαι	Verb
εὐγνωμονέω	Verb
βαθμίς	Noun-F
ἀναβιώσκομαι	Verb
φιλοτεκνία	Noun-F
χονδρώδης	Noun-F
Ἰατροκλῆς	Noun-M
προσανατρέχω	Verb
περιπόθητος	Adjective
Σαυνῖτις	Noun-F
Εσθαολ	Noun-M
ἐπελαφρίζω	Verb
προσχώννυμι	Verb
κεραυνία	Adjective
ἀντωμοσία	Noun-F
Αἴνιος	Noun-M
ἐφάπαξ	Adverb
ξενιτεύω	Verb
Θησεῖον	Noun-N
εὐπαρακολούθητος	Noun-F
προσκυρέω	Verb
μεταμελέομαι	Verb
κιγκλίς	Noun-F
συμπορίζω	Verb
παραστατικός	Adjective
ἀγχιμαχητής	Noun-M
Κύπρια	Noun-N
γαληναίη	Noun-F
προιάπτω	Verb
ἐνάγισμα	Noun-N
ἀμφιθαλής	Adjective
συνερέω	Verb
ἀρότης	Noun-M
ἀντιβοάω	Verb
διερεθίζω	Verb
μανιάκης	Noun-M
δυστάλας	Adjective
ἀπαυτοματίζω	Verb
συμπεριάγω	Verb
κάθυγρος	Noun-F
Λαοδάμεια	Noun-F
ὀξύρροπος	Adjective
